,unixdatetime,value
160,1452815961,0.012
161,1452815962,0.012
162,1452815963,0.013
163,1452815964,0.021
164,1452815965,0.021
165,1452815966,0.027
166,1452815967,0.033
167,1452815968,0.033
168,1452815969,0.033
169,1452815970,0.04
170,1452815971,0.04
171,1452815972,0.042
172,1452815973,0.047
173,1452815974,0.049
174,1452815975,0.051
175,1452815976,0.053
176,1452815977,0.055
177,1452815978,0.056
178,1452815979,0.056
179,1452815980,0.058
180,1452815981,0.058
181,1452815982,0.06
182,1452815983,0.062
183,1452815984,0.069
184,1452815985,0.07
185,1452815986,0.076
186,1452815987,0.077
187,1452815988,0.079
188,1452815989,0.08
189,1452815990,0.081
190,1452815991,0.082
191,1452815992,0.091
192,1452815993,0.094
193,1452815994,0.095
194,1452815995,0.096
195,1452815996,0.097
196,1452815997,0.097
197,1452815998,0.099
198,1452815999,0.1
199,1452816000,0.1
200,1452902361,0.0
201,1452902362,0.0
202,1452902363,0.004
203,1452902364,0.006
204,1452902365,0.006
205,1452902366,0.007
206,1452902367,0.008
207,1452902368,0.012
208,1452902369,0.013
209,1452902370,0.014
210,1452902371,0.014
211,1452902372,0.014
212,1452902373,0.015
213,1452902374,0.026
214,1452902375,0.026
215,1452902376,0.026
216,1452902377,0.033
217,1452902378,0.034
218,1452902379,0.034
219,1452902380,0.035
220,1452902381,0.038
221,1452902382,0.039
222,1452902383,0.04
223,1452902384,0.04
224,1452902385,0.044
225,1452902386,0.044
226,1452902387,0.045
227,1452902388,0.047
228,1452902389,0.049
229,1452902390,0.054
230,1452902391,0.055
231,1452902392,0.057
232,1452902393,0.059
233,1452902394,0.06
234,1452902395,0.062
235,1452902396,0.064
236,1452902397,0.066
237,1452902398,0.068
238,1452902399,0.069
239,1452902400,0.07
240,1453679961,0.001
241,1453679962,0.001
242,1453679963,0.003
243,1453679964,0.006
244,1453679965,0.007
245,1453679966,0.007
246,1453679967,0.015
247,1453679968,0.015
248,1453679969,0.019
249,1453679970,0.025
250,1453679971,0.026
251,1453679972,0.028
252,1453679973,0.032
253,1453679974,0.034
254,1453679975,0.035
255,1453679976,0.04
256,1453679977,0.041
257,1453679978,0.044
258,1453679979,0.047
259,1453679980,0.048
260,1453679981,0.05
261,1453679982,0.051
262,1453679983,0.052
263,1453679984,0.053
264,1453679985,0.054
265,1453679986,0.055
266,1453679987,0.055
267,1453679988,0.055
268,1453679989,0.056
269,1453679990,0.056
270,1453679991,0.056
271,1453679992,0.058
272,1453679993,0.058
273,1453679994,0.058
274,1453679995,0.063
275,1453679996,0.066
276,1453679997,0.068
277,1453679998,0.069
278,1453679999,0.069
279,1453680000,0.07
280,1454111961,0.0
281,1454111962,0.0
282,1454111963,0.001
283,1454111964,0.001
284,1454111965,0.001
285,1454111966,0.002
286,1454111967,0.003
287,1454111968,0.004
288,1454111969,0.005
289,1454111970,0.005
290,1454111971,0.005
291,1454111972,0.005
292,1454111973,0.005
293,1454111974,0.005
294,1454111975,0.006
295,1454111976,0.007
296,1454111977,0.007
297,1454111978,0.007
298,1454111979,0.007
299,1454111980,0.007
300,1454111981,0.009
301,1454111982,0.009
302,1454111983,0.01
303,1454111984,0.01
304,1454111985,0.01
305,1454111986,0.011
306,1454111987,0.011
307,1454111988,0.012
308,1454111989,0.012
309,1454111990,0.013
310,1454111991,0.013
311,1454111992,0.014
312,1454111993,0.014
313,1454111994,0.014
314,1454111995,0.014
315,1454111996,0.015
316,1454111997,0.015
317,1454111998,0.017
318,1454111999,0.017
319,1454112000,0.02
320,1454284761,0.001
321,1454284762,0.004
322,1454284763,0.005
323,1454284764,0.007
324,1454284765,0.007
325,1454284766,0.01
326,1454284767,0.01
327,1454284768,0.011
328,1454284769,0.012
329,1454284770,0.012
330,1454284771,0.014
331,1454284772,0.015
332,1454284773,0.016
333,1454284774,0.021
334,1454284775,0.023
335,1454284776,0.024
336,1454284777,0.025
337,1454284778,0.027
338,1454284779,0.028
339,1454284780,0.034
340,1454284781,0.034
341,1454284782,0.037
342,1454284783,0.037
343,1454284784,0.039
344,1454284785,0.044
345,1454284786,0.046
346,1454284787,0.047
347,1454284788,0.047
348,1454284789,0.047
349,1454284790,0.051
350,1454284791,0.052
351,1454284792,0.052
352,1454284793,0.053
353,1454284794,0.053
354,1454284795,0.053
355,1454284796,0.058
356,1454284797,0.058
357,1454284798,0.059
358,1454284799,0.06
359,1454284800,0.06
360,1454457561,0.008
361,1454457562,0.018
362,1454457563,0.021
363,1454457564,0.026
364,1454457565,0.038
365,1454457566,0.053
366,1454457567,0.062
367,1454457568,0.08
368,1454457569,0.14
369,1454457570,0.155
370,1454457571,0.163
371,1454457572,0.171
372,1454457573,0.193
373,1454457574,0.198
374,1454457575,0.202
375,1454457576,0.203
376,1454457577,0.207
377,1454457578,0.218
378,1454457579,0.221
379,1454457580,0.23
380,1454457581,0.242
381,1454457582,0.249
382,1454457583,0.258
383,1454457584,0.264
384,1454457585,0.293
385,1454457586,0.327
386,1454457587,0.34
387,1454457588,0.357
388,1454457589,0.359
389,1454457590,0.367
390,1454457591,0.388
391,1454457592,0.394
392,1454457593,0.405
393,1454457594,0.429
394,1454457595,0.438
395,1454457596,0.45
396,1454457597,0.451
397,1454457598,0.47
398,1454457599,0.477
399,1454457600,0.49
400,1454889561,0.0
401,1454889562,0.0
402,1454889563,0.0
403,1454889564,0.001
404,1454889565,0.002
405,1454889566,0.003
406,1454889567,0.003
407,1454889568,0.003
408,1454889569,0.004
409,1454889570,0.005
410,1454889571,0.005
411,1454889572,0.005
412,1454889573,0.007
413,1454889574,0.007
414,1454889575,0.007
415,1454889576,0.007
416,1454889577,0.009
417,1454889578,0.01
418,1454889579,0.011
419,1454889580,0.012
420,1454889581,0.012
421,1454889582,0.015
422,1454889583,0.016
423,1454889584,0.016
424,1454889585,0.017
425,1454889586,0.018
426,1454889587,0.018
427,1454889588,0.019
428,1454889589,0.02
429,1454889590,0.021
430,1454889591,0.022
431,1454889592,0.022
432,1454889593,0.023
433,1454889594,0.024
434,1454889595,0.024
435,1454889596,0.026
436,1454889597,0.027
437,1454889598,0.027
438,1454889599,0.029
439,1454889600,0.03
440,1454975961,0.0
441,1454975962,0.0
442,1454975963,0.001
443,1454975964,0.001
444,1454975965,0.002
445,1454975966,0.002
446,1454975967,0.002
447,1454975968,0.002
448,1454975969,0.003
449,1454975970,0.003
450,1454975971,0.003
451,1454975972,0.003
452,1454975973,0.004
453,1454975974,0.004
454,1454975975,0.004
455,1454975976,0.005
456,1454975977,0.005
457,1454975978,0.005
458,1454975979,0.005
459,1454975980,0.006
460,1454975981,0.006
461,1454975982,0.006
462,1454975983,0.006
463,1454975984,0.006
464,1454975985,0.007
465,1454975986,0.007
466,1454975987,0.008
467,1454975988,0.008
468,1454975989,0.008
469,1454975990,0.008
470,1454975991,0.008
471,1454975992,0.008
472,1454975993,0.009
473,1454975994,0.009
474,1454975995,0.009
475,1454975996,0.009
476,1454975997,0.009
477,1454975998,0.009
478,1454975999,0.009
479,1454976000,0.01
480,1455494361,0.005
481,1455494362,0.005
482,1455494363,0.02
483,1455494364,0.044
484,1455494365,0.061
485,1455494366,0.066
486,1455494367,0.069
487,1455494368,0.072
488,1455494369,0.077
489,1455494370,0.083
490,1455494371,0.09
491,1455494372,0.091
492,1455494373,0.101
493,1455494374,0.109
494,1455494375,0.116
495,1455494376,0.12
496,1455494377,0.138
497,1455494378,0.161
498,1455494379,0.161
499,1455494380,0.168
500,1455494381,0.182
501,1455494382,0.205
502,1455494383,0.212
503,1455494384,0.216
504,1455494385,0.22
505,1455494386,0.239
506,1455494387,0.255
507,1455494388,0.266
508,1455494389,0.269
509,1455494390,0.282
510,1455494391,0.292
511,1455494392,0.308
512,1455494393,0.321
513,1455494394,0.322
514,1455494395,0.328
515,1455494396,0.336
516,1455494397,0.339
517,1455494398,0.369
518,1455494399,0.378
519,1455494400,0.4
520,1455580761,0.042
521,1455580762,0.047
522,1455580763,0.101
523,1455580764,0.149
524,1455580765,0.152
525,1455580766,0.169
526,1455580767,0.219
527,1455580768,0.308
528,1455580769,0.331
529,1455580770,0.358
530,1455580771,0.379
531,1455580772,0.4
532,1455580773,0.408
533,1455580774,0.44
534,1455580775,0.454
535,1455580776,0.534
536,1455580777,0.589
537,1455580778,0.657
538,1455580779,0.69
539,1455580780,0.703
540,1455580781,0.716
541,1455580782,0.723
542,1455580783,0.776
543,1455580784,0.788
544,1455580785,0.796
545,1455580786,0.823
546,1455580787,0.847
547,1455580788,0.862
548,1455580789,0.881
549,1455580790,0.89
550,1455580791,0.961
551,1455580792,0.971
552,1455580793,1.064
553,1455580794,1.075
554,1455580795,1.099
555,1455580796,1.144
556,1455580797,1.154
557,1455580798,1.255
558,1455580799,1.274
559,1455580800,1.29
560,1455753561,0.0
561,1455753562,0.0
562,1455753563,0.0
563,1455753564,0.0
564,1455753565,0.001
565,1455753566,0.001
566,1455753567,0.001
567,1455753568,0.002
568,1455753569,0.003
569,1455753570,0.003
570,1455753571,0.003
571,1455753572,0.003
572,1455753573,0.004
573,1455753574,0.004
574,1455753575,0.004
575,1455753576,0.004
576,1455753577,0.004
577,1455753578,0.004
578,1455753579,0.004
579,1455753580,0.005
580,1455753581,0.005
581,1455753582,0.006
582,1455753583,0.006
583,1455753584,0.006
584,1455753585,0.006
585,1455753586,0.006
586,1455753587,0.007
587,1455753588,0.007
588,1455753589,0.007
589,1455753590,0.007
590,1455753591,0.007
591,1455753592,0.008
592,1455753593,0.008
593,1455753594,0.008
594,1455753595,0.009
595,1455753596,0.01
596,1455753597,0.01
597,1455753598,0.01
598,1455753599,0.01
599,1455753600,0.01
600,1456271961,0.022
601,1456271962,0.035
602,1456271963,0.056
603,1456271964,0.171
604,1456271965,0.216
605,1456271966,0.258
606,1456271967,0.353
607,1456271968,0.392
608,1456271969,0.431
609,1456271970,0.489
610,1456271971,0.491
611,1456271972,0.53
612,1456271973,0.563
613,1456271974,0.659
614,1456271975,0.68
615,1456271976,0.683
616,1456271977,0.689
617,1456271978,0.71
618,1456271979,0.72
619,1456271980,0.745
620,1456271981,0.768
621,1456271982,0.789
622,1456271983,0.812
623,1456271984,0.837
624,1456271985,0.858
625,1456271986,0.876
626,1456271987,0.92
627,1456271988,0.946
628,1456271989,0.971
629,1456271990,0.983
630,1456271991,0.989
631,1456271992,1.007
632,1456271993,1.016
633,1456271994,1.071
634,1456271995,1.094
635,1456271996,1.107
636,1456271997,1.129
637,1456271998,1.144
638,1456271999,1.22
639,1456272000,1.29
640,1456358361,0.0
641,1456358362,0.003
642,1456358363,0.005
643,1456358364,0.011
644,1456358365,0.011
645,1456358366,0.016
646,1456358367,0.024
647,1456358368,0.025
648,1456358369,0.03
649,1456358370,0.033
650,1456358371,0.037
651,1456358372,0.037
652,1456358373,0.042
653,1456358374,0.043
654,1456358375,0.046
655,1456358376,0.05
656,1456358377,0.053
657,1456358378,0.055
658,1456358379,0.058
659,1456358380,0.06
660,1456358381,0.062
661,1456358382,0.064
662,1456358383,0.066
663,1456358384,0.066
664,1456358385,0.067
665,1456358386,0.07
666,1456358387,0.071
667,1456358388,0.077
668,1456358389,0.078
669,1456358390,0.082
670,1456358391,0.086
671,1456358392,0.087
672,1456358393,0.094
673,1456358394,0.095
674,1456358395,0.095
675,1456358396,0.096
676,1456358397,0.096
677,1456358398,0.101
678,1456358399,0.102
679,1456358400,0.11
680,1456703961,0.0
681,1456703962,0.001
682,1456703963,0.004
683,1456703964,0.008
684,1456703965,0.01
685,1456703966,0.015
686,1456703967,0.019
687,1456703968,0.023
688,1456703969,0.024
689,1456703970,0.026
690,1456703971,0.026
691,1456703972,0.028
692,1456703973,0.03
693,1456703974,0.03
694,1456703975,0.031
695,1456703976,0.046
696,1456703977,0.049
697,1456703978,0.052
698,1456703979,0.059
699,1456703980,0.062
700,1456703981,0.063
701,1456703982,0.064
702,1456703983,0.064
703,1456703984,0.073
704,1456703985,0.073
705,1456703986,0.073
706,1456703987,0.075
707,1456703988,0.081
708,1456703989,0.083
709,1456703990,0.087
710,1456703991,0.087
711,1456703992,0.091
712,1456703993,0.092
713,1456703994,0.097
714,1456703995,0.098
715,1456703996,0.098
716,1456703997,0.1
717,1456703998,0.104
718,1456703999,0.11
719,1456704000,0.11
720,1456790361,0.004
721,1456790362,0.017
722,1456790363,0.024
723,1456790364,0.027
724,1456790365,0.03
725,1456790366,0.062
726,1456790367,0.064
727,1456790368,0.076
728,1456790369,0.079
729,1456790370,0.08
730,1456790371,0.088
731,1456790372,0.089
732,1456790373,0.102
733,1456790374,0.107
734,1456790375,0.125
735,1456790376,0.127
736,1456790377,0.134
737,1456790378,0.147
738,1456790379,0.152
739,1456790380,0.165
740,1456790381,0.169
741,1456790382,0.169
742,1456790383,0.172
743,1456790384,0.184
744,1456790385,0.196
745,1456790386,0.197
746,1456790387,0.205
747,1456790388,0.211
748,1456790389,0.214
749,1456790390,0.22
750,1456790391,0.225
751,1456790392,0.245
752,1456790393,0.248
753,1456790394,0.259
754,1456790395,0.267
755,1456790396,0.277
756,1456790397,0.282
757,1456790398,0.283
758,1456790399,0.287
759,1456790400,0.29
760,1456876761,0.0
761,1456876762,0.0
762,1456876763,0.001
763,1456876764,0.001
764,1456876765,0.001
765,1456876766,0.001
766,1456876767,0.002
767,1456876768,0.002
768,1456876769,0.002
769,1456876770,0.003
770,1456876771,0.003
771,1456876772,0.003
772,1456876773,0.003
773,1456876774,0.003
774,1456876775,0.004
775,1456876776,0.004
776,1456876777,0.004
777,1456876778,0.004
778,1456876779,0.005
779,1456876780,0.005
780,1456876781,0.005
781,1456876782,0.005
782,1456876783,0.006
783,1456876784,0.006
784,1456876785,0.006
785,1456876786,0.006
786,1456876787,0.007
787,1456876788,0.007
788,1456876789,0.007
789,1456876790,0.007
790,1456876791,0.008
791,1456876792,0.008
792,1456876793,0.008
793,1456876794,0.009
794,1456876795,0.009
795,1456876796,0.009
796,1456876797,0.009
797,1456876798,0.01
798,1456876799,0.01
799,1456876800,0.01
800,1457049561,0.009
801,1457049562,0.011
802,1457049563,0.011
803,1457049564,0.019
804,1457049565,0.021
805,1457049566,0.023
806,1457049567,0.025
807,1457049568,0.029
808,1457049569,0.031
809,1457049570,0.036
810,1457049571,0.037
811,1457049572,0.037
812,1457049573,0.038
813,1457049574,0.039
814,1457049575,0.039
815,1457049576,0.04
816,1457049577,0.041
817,1457049578,0.045
818,1457049579,0.046
819,1457049580,0.048
820,1457049581,0.054
821,1457049582,0.059
822,1457049583,0.059
823,1457049584,0.065
824,1457049585,0.066
825,1457049586,0.069
826,1457049587,0.077
827,1457049588,0.078
828,1457049589,0.079
829,1457049590,0.081
830,1457049591,0.084
831,1457049592,0.085
832,1457049593,0.089
833,1457049594,0.09
834,1457049595,0.093
835,1457049596,0.093
836,1457049597,0.093
837,1457049598,0.094
838,1457049599,0.109
839,1457049600,0.11
840,1457567961,0.007
841,1457567962,0.012
842,1457567963,0.04
843,1457567964,0.097
844,1457567965,0.098
845,1457567966,0.119
846,1457567967,0.131
847,1457567968,0.144
848,1457567969,0.156
849,1457567970,0.159
850,1457567971,0.17
851,1457567972,0.171
852,1457567973,0.173
853,1457567974,0.183
854,1457567975,0.19
855,1457567976,0.194
856,1457567977,0.242
857,1457567978,0.268
858,1457567979,0.273
859,1457567980,0.291
860,1457567981,0.296
861,1457567982,0.35
862,1457567983,0.358
863,1457567984,0.358
864,1457567985,0.382
865,1457567986,0.383
866,1457567987,0.392
867,1457567988,0.399
868,1457567989,0.405
869,1457567990,0.408
870,1457567991,0.415
871,1457567992,0.421
872,1457567993,0.427
873,1457567994,0.482
874,1457567995,0.493
875,1457567996,0.507
876,1457567997,0.507
877,1457567998,0.509
878,1457567999,0.516
879,1457568000,0.52
880,1457654361,0.004
881,1457654362,0.005
882,1457654363,0.007
883,1457654364,0.011
884,1457654365,0.014
885,1457654366,0.015
886,1457654367,0.016
887,1457654368,0.017
888,1457654369,0.02
889,1457654370,0.029
890,1457654371,0.029
891,1457654372,0.03
892,1457654373,0.031
893,1457654374,0.033
894,1457654375,0.037
895,1457654376,0.037
896,1457654377,0.041
897,1457654378,0.046
898,1457654379,0.053
899,1457654380,0.054
900,1457654381,0.055
901,1457654382,0.061
902,1457654383,0.065
903,1457654384,0.066
904,1457654385,0.07
905,1457654386,0.07
906,1457654387,0.071
907,1457654388,0.072
908,1457654389,0.075
909,1457654390,0.077
910,1457654391,0.081
911,1457654392,0.087
912,1457654393,0.088
913,1457654394,0.092
914,1457654395,0.093
915,1457654396,0.103
916,1457654397,0.106
917,1457654398,0.109
918,1457654399,0.114
919,1457654400,0.12
920,1457827161,0.008
921,1457827162,0.011
922,1457827163,0.013
923,1457827164,0.018
924,1457827165,0.034
925,1457827166,0.037
926,1457827167,0.039
927,1457827168,0.045
928,1457827169,0.075
929,1457827170,0.094
930,1457827171,0.095
931,1457827172,0.096
932,1457827173,0.11
933,1457827174,0.113
934,1457827175,0.115
935,1457827176,0.118
936,1457827177,0.125
937,1457827178,0.125
938,1457827179,0.137
939,1457827180,0.155
940,1457827181,0.165
941,1457827182,0.169
942,1457827183,0.175
943,1457827184,0.182
944,1457827185,0.186
945,1457827186,0.189
946,1457827187,0.198
947,1457827188,0.203
948,1457827189,0.214
949,1457827190,0.217
950,1457827191,0.221
951,1457827192,0.243
952,1457827193,0.247
953,1457827194,0.247
954,1457827195,0.248
955,1457827196,0.255
956,1457827197,0.257
957,1457827198,0.257
958,1457827199,0.263
959,1457827200,0.27
960,1457913561,0.004
961,1457913562,0.006
962,1457913563,0.032
963,1457913564,0.039
964,1457913565,0.04
965,1457913566,0.051
966,1457913567,0.057
967,1457913568,0.058
968,1457913569,0.058
969,1457913570,0.091
970,1457913571,0.092
971,1457913572,0.116
972,1457913573,0.121
973,1457913574,0.135
974,1457913575,0.136
975,1457913576,0.143
976,1457913577,0.146
977,1457913578,0.165
978,1457913579,0.165
979,1457913580,0.166
980,1457913581,0.181
981,1457913582,0.187
982,1457913583,0.196
983,1457913584,0.202
984,1457913585,0.203
985,1457913586,0.223
986,1457913587,0.223
987,1457913588,0.226
988,1457913589,0.229
989,1457913590,0.246
990,1457913591,0.256
991,1457913592,0.26
992,1457913593,0.267
993,1457913594,0.274
994,1457913595,0.285
995,1457913596,0.299
996,1457913597,0.306
997,1457913598,0.354
998,1457913599,0.357
999,1457913600,0.36
1000,1457999961,0.0
1001,1457999962,0.001
1002,1457999963,0.001
1003,1457999964,0.001
1004,1457999965,0.001
1005,1457999966,0.001
1006,1457999967,0.002
1007,1457999968,0.002
1008,1457999969,0.003
1009,1457999970,0.003
1010,1457999971,0.003
1011,1457999972,0.003
1012,1457999973,0.004
1013,1457999974,0.004
1014,1457999975,0.004
1015,1457999976,0.005
1016,1457999977,0.005
1017,1457999978,0.005
1018,1457999979,0.005
1019,1457999980,0.005
1020,1457999981,0.005
1021,1457999982,0.006
1022,1457999983,0.006
1023,1457999984,0.006
1024,1457999985,0.007
1025,1457999986,0.007
1026,1457999987,0.007
1027,1457999988,0.007
1028,1457999989,0.007
1029,1457999990,0.008
1030,1457999991,0.008
1031,1457999992,0.008
1032,1457999993,0.008
1033,1457999994,0.009
1034,1457999995,0.009
1035,1457999996,0.009
1036,1457999997,0.009
1037,1457999998,0.009
1038,1457999999,0.01
1039,1458000000,0.01
1040,1458345561,0.0
1041,1458345562,0.0
1042,1458345563,0.0
1043,1458345564,0.001
1044,1458345565,0.001
1045,1458345566,0.003
1046,1458345567,0.004
1047,1458345568,0.006
1048,1458345569,0.006
1049,1458345570,0.007
1050,1458345571,0.007
1051,1458345572,0.008
1052,1458345573,0.009
1053,1458345574,0.009
1054,1458345575,0.009
1055,1458345576,0.009
1056,1458345577,0.012
1057,1458345578,0.012
1058,1458345579,0.012
1059,1458345580,0.013
1060,1458345581,0.014
1061,1458345582,0.014
1062,1458345583,0.015
1063,1458345584,0.016
1064,1458345585,0.016
1065,1458345586,0.017
1066,1458345587,0.017
1067,1458345588,0.018
1068,1458345589,0.021
1069,1458345590,0.023
1070,1458345591,0.023
1071,1458345592,0.025
1072,1458345593,0.025
1073,1458345594,0.025
1074,1458345595,0.027
1075,1458345596,0.028
1076,1458345597,0.028
1077,1458345598,0.029
1078,1458345599,0.029
1079,1458345600,0.03
1080,1458431961,0.0
1081,1458431962,0.0
1082,1458431963,0.0
1083,1458431964,0.0
1084,1458431965,0.001
1085,1458431966,0.001
1086,1458431967,0.001
1087,1458431968,0.001
1088,1458431969,0.001
1089,1458431970,0.002
1090,1458431971,0.003
1091,1458431972,0.003
1092,1458431973,0.004
1093,1458431974,0.004
1094,1458431975,0.004
1095,1458431976,0.004
1096,1458431977,0.004
1097,1458431978,0.004
1098,1458431979,0.005
1099,1458431980,0.005
1100,1458431981,0.005
1101,1458431982,0.005
1102,1458431983,0.005
1103,1458431984,0.006
1104,1458431985,0.007
1105,1458431986,0.007
1106,1458431987,0.007
1107,1458431988,0.007
1108,1458431989,0.008
1109,1458431990,0.008
1110,1458431991,0.008
1111,1458431992,0.008
1112,1458431993,0.009
1113,1458431994,0.009
1114,1458431995,0.009
1115,1458431996,0.009
1116,1458431997,0.01
1117,1458431998,0.01
1118,1458431999,0.01
1119,1458432000,0.01
1120,1458518361,0.0
1121,1458518362,0.001
1122,1458518363,0.005
1123,1458518364,0.006
1124,1458518365,0.006
1125,1458518366,0.006
1126,1458518367,0.007
1127,1458518368,0.01
1128,1458518369,0.011
1129,1458518370,0.014
1130,1458518371,0.016
1131,1458518372,0.017
1132,1458518373,0.019
1133,1458518374,0.022
1134,1458518375,0.026
1135,1458518376,0.027
1136,1458518377,0.028
1137,1458518378,0.034
1138,1458518379,0.034
1139,1458518380,0.035
1140,1458518381,0.038
1141,1458518382,0.039
1142,1458518383,0.039
1143,1458518384,0.039
1144,1458518385,0.039
1145,1458518386,0.039
1146,1458518387,0.039
1147,1458518388,0.04
1148,1458518389,0.04
1149,1458518390,0.04
1150,1458518391,0.042
1151,1458518392,0.043
1152,1458518393,0.044
1153,1458518394,0.044
1154,1458518395,0.046
1155,1458518396,0.047
1156,1458518397,0.047
1157,1458518398,0.048
1158,1458518399,0.049
1159,1458518400,0.05
1160,1458777561,0.002
1161,1458777562,0.003
1162,1458777563,0.003
1163,1458777564,0.004
1164,1458777565,0.004
1165,1458777566,0.005
1166,1458777567,0.009
1167,1458777568,0.009
1168,1458777569,0.011
1169,1458777570,0.012
1170,1458777571,0.014
1171,1458777572,0.015
1172,1458777573,0.016
1173,1458777574,0.022
1174,1458777575,0.029
1175,1458777576,0.029
1176,1458777577,0.029
1177,1458777578,0.031
1178,1458777579,0.036
1179,1458777580,0.037
1180,1458777581,0.041
1181,1458777582,0.041
1182,1458777583,0.041
1183,1458777584,0.044
1184,1458777585,0.046
1185,1458777586,0.048
1186,1458777587,0.052
1187,1458777588,0.053
1188,1458777589,0.054
1189,1458777590,0.057
1190,1458777591,0.06
1191,1458777592,0.061
1192,1458777593,0.062
1193,1458777594,0.064
1194,1458777595,0.064
1195,1458777596,0.065
1196,1458777597,0.065
1197,1458777598,0.067
1198,1458777599,0.068
1199,1458777600,0.07
1200,1458863961,0.001
1201,1458863962,0.005
1202,1458863963,0.005
1203,1458863964,0.008
1204,1458863965,0.009
1205,1458863966,0.011
1206,1458863967,0.022
1207,1458863968,0.024
1208,1458863969,0.027
1209,1458863970,0.034
1210,1458863971,0.035
1211,1458863972,0.037
1212,1458863973,0.039
1213,1458863974,0.053
1214,1458863975,0.056
1215,1458863976,0.059
1216,1458863977,0.059
1217,1458863978,0.063
1218,1458863979,0.066
1219,1458863980,0.068
1220,1458863981,0.071
1221,1458863982,0.073
1222,1458863983,0.079
1223,1458863984,0.079
1224,1458863985,0.083
1225,1458863986,0.089
1226,1458863987,0.09
1227,1458863988,0.091
1228,1458863989,0.091
1229,1458863990,0.091
1230,1458863991,0.096
1231,1458863992,0.097
1232,1458863993,0.103
1233,1458863994,0.128
1234,1458863995,0.137
1235,1458863996,0.144
1236,1458863997,0.144
1237,1458863998,0.153
1238,1458863999,0.155
1239,1458864000,0.16
1240,1459123161,0.005
1241,1459123162,0.027
1242,1459123163,0.03
1243,1459123164,0.033
1244,1459123165,0.036
1245,1459123166,0.041
1246,1459123167,0.042
1247,1459123168,0.045
